pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2026-09-04	Parameter Efficient Speaker Profiling using Mixture of Recursion	Under Review	Under review.	Sai Shanmukh, Prateek Ranjan Roy Chowdhuri, Deepu Vijayasenan, and Shareef Babu Kalluri. (2026). "Parameter Efficient Speaker Profiling using Mixture of Recursion." Under Review.	parameter-efficient-speaker-profiling
